2022-08-08T17:22:58.788+04:00 [Debug]  Command Registered 
2022-08-08T17:22:58.885+04:00 [Debug] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute"] Source=fs:///home/uh/Data/archie/source, Target=fs:///home/uh/Data/archie/target 
2022-08-08T17:22:58.925+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "cc4e02eb-5e81-4c7e-9c71-ebbef7b207e6 GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.925+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "8600a87d-823d-4f3a-b979-84e4dceddcef GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/1.txt 
2022-08-08T17:22:58.925+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "c30ab093-21f6-4011-90c3-e3cbcab2fefe GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/2.txt 
2022-08-08T17:22:58.925+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "c547dc90-667b-4f61-929e-5a1cfa7c0b04 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/1.txt 
2022-08-08T17:22:58.925+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "bed773ee-b4ba-4205-adaf-ee55bf146b56 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/2.txt 
2022-08-08T17:22:58.926+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "138c391c-881e-461f-a77c-5fed072b2af0 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/1.txt 
2022-08-08T17:22:58.926+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "c184c5a7-5440-46eb-baaf-1496de0ea81d GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.926+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "12b7575c-aa33-43e0-9843-df8efade5e86 GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.926+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "bb707419-049c-4af9-956c-f223991f1e99 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.926+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "0d72ff83-da2d-42c8-ab34-159203c4e7b3 GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.927+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "0d7a7867-e418-41f3-a225-48c2a89f9aef GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/source/2.txt 
2022-08-08T17:22:58.927+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "ac3c98bf-8ecd-42a6-9352-a0b4b55ba619 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.927+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "ab7ceaf3-fa5f-4cff-aea0-1576bb371334 GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.927+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "0652db67-8831-42bc-9551-ce00ef2734f5 GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/2.txt 
2022-08-08T17:22:58.927+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "75739ac9-108c-4233-9d8a-cbdc8545ff5e GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/3.txt 
2022-08-08T17:22:58.927+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "6d18eb7a-e3df-475c-a33a-978609cc3cd8 GetHash"] A2E5E988620BBE17EF14DFD37E4D86CA - /home/uh/Data/archie/target/1.txt 
2022-08-08T17:22:58.927+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute", "9921e882-378b-422d-abbe-a168d2df22df GetHash"] D41D8CD98F00B204E9800998ECF8427E - /home/uh/Data/archie/target/2.txt 
2022-08-08T17:22:59.099+04:00 [Verbose] ["a6262fed-f4a1-44db-8055-6a364c917d60 HandleCompute"] GetBySchema fs 
